transcript	divergence
ENST00000606933.1	0.0438334072369
ENST00000368777.1	0.0565568172772
ENST00000370950.3	0.053452460391
ENST00000339394.6	0.0586844794995
ENST00000366582.3	0.0583625985458
ENST00000400422.1	0.0563053455154
ENST00000467691.1	0.0518744055902
ENST00000369515.2	0.052369500603
ENST00000374393.2	0.0562298013305
ENST00000447632.2	0.0477103858176
ENST00000444836.1	0.0578664666747
ENST00000458602.2	0.0501239345265
ENST00000367721.2	0.0519371010431
ENST00000444138.1	0.0511590745061
ENST00000524377.1	0.0504697143944
ENST00000370017.3	0.051582365156
ENST00000542847.1	0.0524823040125
ENST00000536167.1	0.0501594610642
ENST00000403843.1	0.0507109515033
ENST00000371528.1	0.0524442902086
ENST00000369314.1	0.049231987539
ENST00000374765.4	0.0558952903438
ENST00000289749.2	0.0585227164763
ENST00000531455.1	0.0468846575745
ENST00000378536.4	0.0791490917504
ENST00000458416.1	0.052152909742
ENST00000444136.1	0.0502777750775
ENST00000373800.3	0.0556060725864
ENST00000444059.2	0.0502030364948
ENST00000368100.1	0.0532594871412
ENST00000313433.7	0.0492998915169
ENST00000539253.1	0.0522576730546
ENST00000303635.7	0.0608319981197
ENST00000369836.4	0.0503849777492
ENST00000367833.2	0.0536207485845
ENST00000368934.1	0.0449588625126
ENST00000369566.3	0.0479396543832
ENST00000467905.1	0.0511701846966
ENST00000428024.3	0.0469777103751
ENST00000440949.3	0.0516308493898
ENST00000367443.1	0.0551522828169
ENST00000373347.1	0.0511658087122
ENST00000361746.4	0.0495627535359
ENST00000371839.1	0.0505225574987
ENST00000368001.1	0.0500473936148
ENST00000502985.1	0.0507321887443
ENST00000485317.1	0.052057419313
ENST00000375534.3	0.0621720666429
ENST00000294517.6	0.0513061960933
ENST00000340979.6	0.0559118669838
ENST00000370812.3	0.0511906855639
ENST00000367786.2	0.0516596889114
ENST00000342960.5	0.0478522853842
ENST00000436748.2	0.0436034170519
ENST00000436301.2	0.0507769388778
ENST00000367760.3	0.05162253392
ENST00000392480.1	0.0469006424548
ENST00000372244.3	0.0474272368989
ENST00000598338.1	0.0521202905896
ENST00000304457.7	0.0559420316179
ENST00000304534.8	0.0539894887721
ENST00000537914.1	0.0524793678003
ENST00000451398.2	0.0512837178302
ENST00000360743.4	0.04971816966
ENST00000377004.4	0.0557361900394
ENST00000371376.1	0.0542366292227
ENST00000369489.5	0.0534842410124
ENST00000371237.4	0.0516150956626
ENST00000339950.4	0.0485301172127
ENST00000537499.1	0.0620738861582
ENST00000511413.1	0.0503108378848
ENST00000415432.2	0.0543886180969
ENST00000375910.3	0.0590124534159
ENST00000368172.1	0.0589305783868
ENST00000368089.3	0.052999915627
ENST00000488594.1	0.0553044025959
ENST00000458013.2	0.0485636355351
ENST00000454695.2	0.0536667931647
ENST00000539781.1	0.0498085020339
ENST00000371065.4	0.051587780629
ENST00000422613.2	0.0550337829127
ENST00000370137.1	0.0522676944018
ENST00000322875.4	0.053377446343
ENST00000351050.3	0.0502824842227
ENST00000295012.5	0.0605285780788
ENST00000437606.2	0.0539102635785
ENST00000540400.1	0.0583570874953
ENST00000287713.6	0.0513230047916
ENST00000373927.3	0.0492868205268
ENST00000368811.3	0.0518787826011
ENST00000318074.5	0.0481361294771
ENST00000370153.1	0.0523375725598
ENST00000328596.6	0.0803842737135
ENST00000366777.3	0.0553913807772
ENST00000366767.3	0.0564941682978
ENST00000373151.2	0.0517868354361
ENST00000369140.3	0.0438195788609
ENST00000370247.3	0.0501878181499
ENST00000370067.1	0.0564440811928
ENST00000344008.5	0.0559908667688
ENST00000340684.6	0.0639424540184
ENST00000374468.1	0.0538322421456
ENST00000597060.1	0.0797456662251
ENST00000416666.2	0.0502950603601
ENST00000302271.6	0.0541415694933
ENST00000368690.3	0.0531652381135
ENST00000332129.2	0.0517518775139
ENST00000328570.3	0.0611994045597
ENST00000368349.4	0.0471721272779
ENST00000366630.1	0.0573774895118
ENST00000367725.4	0.0515535982238
ENST00000336559.4	0.0510819300577
ENST00000379290.1	0.0804871596516
ENST00000295706.4	0.0524861590867
ENST00000439569.2	0.0516312011451
ENST00000356813.4	0.0480284961632
ENST00000368725.2	0.0542312206802
ENST00000487146.2	0.0507763082853
ENST00000256649.4	0.0535652698019
ENST00000377898.3	0.0645367137179
ENST00000369407.3	0.0520981722353
ENST00000535161.1	0.0522444738033
ENST00000424712.2	0.0521441955689
ENST00000530878.1	0.0506713667881
ENST00000396314.3	0.049746332657
ENST00000295536.5	0.046974090701
ENST00000342741.4	0.0472340296024
ENST00000356990.5	0.0507716238896
ENST00000371012.2	0.0523333822286
ENST00000370244.1	0.0508590115418
ENST00000442909.2	0.050587258275
ENST00000367010.1	0.0519648505615
ENST00000426972.3	0.0495658491945
ENST00000378412.3	0.0780559208748
ENST00000491356.1	0.064040784971
ENST00000367889.3	0.0531425732193
ENST00000371730.2	0.0474504946494
ENST00000370491.3	0.0479792742387
ENST00000342173.7	0.0544350930428
ENST00000377479.2	0.0602540759602
ENST00000263177.4	0.0536579609085
ENST00000247986.2	0.0568763515825
ENST00000341822.2	0.047678843986
ENST00000376936.4	0.0559420316179
ENST00000461106.2	0.0803795603982
ENST00000358184.2	0.0527189622369
ENST00000359682.2	0.0600844789673
ENST00000367391.1	0.0521564413169
ENST00000357640.4	0.051248459752
ENST00000368758.3	0.055813654277
ENST00000543470.1	0.0495164083041
ENST00000368874.4	0.0457832308058
ENST00000340006.2	0.0527008166295
ENST00000360394.2	0.057948207286
ENST00000539719.1	0.0519645265834
ENST00000367311.3	0.0526697313116
ENST00000374025.3	0.04788619681
ENST00000392235.3	0.0531031354447
ENST00000368152.1	0.0575823075318
ENST00000361293.5	0.0527333433939
ENST00000308271.9	0.0556656453783
ENST00000369813.1	0.0503084071688
ENST00000368457.2	0.0469384412811
ENST00000366473.2	0.0602906186268
ENST00000485839.2	0.0521995275864
ENST00000342348.5	0.0801319340645
ENST00000366542.1	0.0558856528126
ENST00000334652.5	0.0484606573554
ENST00000359326.4	0.0509628074685
ENST00000367642.3	0.0507422502621
ENST00000234626.6	0.0468657270483
ENST00000359205.5	0.047079939576
ENST00000538253.1	0.0481532878314
ENST00000366899.3	0.0558539960789
ENST00000376496.3	0.0582509587452
ENST00000370801.3	0.0521481240106
ENST00000371747.3	0.047664817091
ENST00000271069.6	0.0524214242447
ENST00000373481.3	0.0502413571807
ENST00000314136.8	0.0436034170519
ENST00000464121.2	0.0592028899097
ENST00000369668.2	0.0496785075089
ENST00000371846.4	0.0532266121
ENST00000370073.2	0.0564432063083
ENST00000366728.2	0.0602142681155
ENST00000537898.1	0.0519648505615
ENST00000475075.2	0.0491184954034
ENST00000392933.1	0.0435312601582
ENST00000413052.2	0.049168292246
ENST00000483095.2	0.0510871482756
ENST00000331380.2	0.0436263548052
ENST00000328205.5	0.0531989296188
ENST00000527988.1	0.0522922805614
ENST00000536598.1	0.0592390258727
ENST00000400814.3	0.0574588525507
ENST00000360840.5	0.0541430979843
ENST00000361697.2	0.0537425102902
ENST00000368096.1	0.0532300340546
ENST00000357731.5	0.0563236309218
ENST00000596396.1	0.047787772606
ENST00000254227.3	0.0483580387248
ENST00000375838.1	0.059062727509
ENST00000236918.7	0.0525877996461
ENST00000355499.4	0.047079939576
ENST00000243186.6	0.0553201150295
ENST00000366993.3	0.0502154802689
ENST00000366983.1	0.0502290511094
ENST00000369868.3	0.0502918665839
ENST00000545203.1	0.0495761673771
ENST00000371088.4	0.048135977262
ENST00000403491.3	0.0500401151811
ENST00000361084.5	0.0470008491804
ENST00000440902.2	0.0453453868372
ENST00000373091.3	0.053060989205
ENST00000361379.4	0.0526265560413
ENST00000593719.1	0.04847553428
ENST00000235547.6	0.0526968463809
ENST00000367175.1	0.051435965158
ENST00000369153.2	0.0436456657612
ENST00000401069.1	0.0538161280426
ENST00000368057.3	0.0509508554291
ENST00000372224.4	0.0474622937659
ENST00000440685.2	0.0532077590828
ENST00000538143.1	0.0471694433827
ENST00000354537.1	0.0590784382045
ENST00000372852.3	0.0487610329298
ENST00000451380.1	0.0477146544509
ENST00000378529.3	0.0784954335847
ENST00000369323.3	0.0504656252861
ENST00000431318.1	0.05249132458
ENST00000367740.2	0.0519857405381
ENST00000361079.2	0.0577992222382
ENST00000359008.4	0.0534088523433
ENST00000455833.2	0.0598325717921
ENST00000368621.1	0.0512088802442
ENST00000343818.6	0.052923344232
ENST00000435319.4	0.0502466619683
ENST00000464085.1	0.0536582656423
ENST00000530441.1	0.0501277457031
ENST00000314740.8	0.0591007684894
ENST00000435556.3	0.0783213525531
ENST00000369026.2	0.0439258909116
ENST00000537345.1	0.053985287658
ENST00000400918.3	0.0797252360976
ENST00000373842.4	0.049004030519
ENST00000370109.3	0.0544350930428
ENST00000361833.2	0.0528468693714
ENST00000452755.2	0.0510319378905
ENST00000379268.2	0.0803529360526
ENST00000371230.1	0.0517105622449
ENST00000368109.1	0.0531006594268
ENST00000347370.2	0.080140995806
ENST00000368453.4	0.0469348958333
ENST00000521452.1	0.0564681659703
ENST00000356637.5	0.0528760788332
ENST00000366843.2	0.0532677639206
ENST00000366968.4	0.0499208595984
ENST00000370454.4	0.0492072886628
ENST00000361217.4	0.0515362148788
ENST00000444143.2	0.0516685702396
ENST00000366992.3	0.0502154802689
ENST00000367295.1	0.0526472655287
ENST00000372703.1	0.0513630590778
ENST00000367559.3	0.0511618222061
ENST00000366534.4	0.0599558485732
ENST00000375048.3	0.0572000840395
ENST00000370565.4	0.049053967152
ENST00000540420.1	0.0567941045469
ENST00000425315.2	0.0556724491851
ENST00000370763.5	0.0531366649792
ENST00000374395.4	0.0561817588417
ENST00000487437.1	0.0637773488045
ENST00000374276.3	0.0520488774029
ENST00000366612.1	0.0567256406347
ENST00000370656.1	0.0490927356999
ENST00000343537.7	0.0536870496505
ENST00000332947.4	0.0568896060909
ENST00000409503.1	0.0462048918861
ENST00000255108.3	0.0492153822061
ENST00000482352.1	0.0803976627638
ENST00000367718.1	0.0509428771542
ENST00000370747.4	0.0555478422744
ENST00000509682.2	0.0514973651515
ENST00000357089.4	0.0507769388778
ENST00000511944.1	0.0507321887443
ENST00000538309.1	0.0599860962637
ENST00000503743.1	0.0596676398354
ENST00000367320.2	0.0525890466309
ENST00000602326.1	0.0563053455154
ENST00000393296.1	0.0485111268126
ENST00000533373.1	0.0512044955395
ENST00000393274.1	0.0502299480792
ENST00000235349.5	0.058169773815
ENST00000374298.3	0.0532070892221
ENST00000430580.2	0.0582878168626
ENST00000271636.7	0.0471079576073
ENST00000486728.1	0.0803842737135
ENST00000334269.2	0.0561388240642
ENST00000318967.2	0.0523590027195
ENST00000369558.1	0.0478952377245
ENST00000366699.3	0.0611203204863
ENST00000460717.3	0.0502261682493
ENST00000456946.2	0.0610397937282
ENST00000400959.3	0.0523369439539
ENST00000271836.6	0.0468846575745
ENST00000422435.2	0.0517590032378
ENST00000366929.4	0.0534569794625
ENST00000525115.1	0.0591394746402
ENST00000367142.4	0.0522779534349
ENST00000294796.4	0.0511031318722
ENST00000374352.2	0.0553506237897
ENST00000413138.3	0.0506468168606
ENST00000369168.4	0.0436643904425
ENST00000537209.1	0.0537425102902
ENST00000475797.1	0.0488660618997
ENST00000373658.3	0.0518985947181
ENST00000367171.4	0.0513331192417
ENST00000370267.1	0.0490771716209
ENST00000368482.4	0.0471291914739
ENST00000474861.2	0.0508761805002
ENST00000360380.3	0.0527071394109
ENST00000366792.1	0.0533855575014
ENST00000377939.4	0.0645126893842
ENST00000350210.2	0.0470123649099
ENST00000368354.3	0.0471752126911
ENST00000357210.4	0.0801319340645
ENST00000545781.1	0.0519619494919
ENST00000373204.4	0.0498908894203
ENST00000368699.1	0.0532144229717
ENST00000373871.3	0.0489958865946
ENST00000376182.1	0.0570285299482
ENST00000512653.1	0.0497973847497
ENST00000367084.1	0.053932030662
ENST00000374338.4	0.0547339617765
ENST00000372307.3	0.0491539762121
ENST00000367995.3	0.0501701037423
ENST00000356575.4	0.0768461511364
ENST00000375111.3	0.0568592725546
ENST00000447795.2	0.0457184823841
ENST00000372560.3	0.0524984797738
ENST00000256640.5	0.0500190567402
ENST00000356657.6	0.0471900434083
ENST00000367400.3	0.0537550306155
ENST00000408893.2	0.0643135667355
ENST00000421812.2	0.0522470172959
ENST00000471507.1	0.0581942858647
ENST00000295033.3	0.0610397937282
ENST00000464951.1	0.0491234226467
ENST00000544762.1	0.052371140742
ENST00000601459.1	0.0490970283535
ENST00000336075.5	0.0503849777492
ENST00000367468.5	0.0547945791253
ENST00000358465.2	0.0497739817877
ENST00000344086.4	0.0472363578606
ENST00000536552.1	0.0620738861582
ENST00000366791.5	0.0533855575014
ENST00000366558.3	0.0594659437901
ENST00000331830.4	0.0513698738411
ENST00000359162.2	0.0521652506045
ENST00000370225.3	0.0511125727779
ENST00000370685.3	0.0495547499378
ENST00000375890.4	0.0590018093183
ENST00000545495.1	0.0499856503045
ENST00000537870.1	0.053085584899
ENST00000366584.4	0.0584633221153
ENST00000392188.1	0.0499856503045
ENST00000368779.1	0.0565327158858
ENST00000369503.4	0.054122157384
ENST00000336454.3	0.0524132800149
ENST00000442594.2	0.0581613422202
ENST00000444376.2	0.0634029976145
ENST00000416935.2	0.0582844076852
ENST00000444842.2	0.0535593721965
ENST00000370952.3	0.0534794290492
ENST00000312263.6	0.0534458423699
ENST00000545268.1	0.0579531846649
ENST00000359130.1	0.0510146913692
ENST00000370587.1	0.0492303647775
ENST00000538803.1	0.0545596166363
ENST00000361054.3	0.0514148697762
ENST00000371153.4	0.0481529541018
ENST00000373824.4	0.0517785447741
ENST00000367172.4	0.0513331192417
ENST00000458050.2	0.0499856503045
ENST00000356916.3	0.0562659370752
ENST00000368131.4	0.0559118669838
ENST00000343381.6	0.0643721283915
ENST00000371177.2	0.048192394127
ENST00000356261.3	0.0526543686915
ENST00000557479.1	0.0484606573554
ENST00000368908.5	0.0453453868372
ENST00000368106.3	0.0531031354447
ENST00000369443.5	0.0535220592006
ENST00000366878.4	0.0536667931647
ENST00000369995.3	0.0518086869463
ENST00000493678.1	0.0591844738094
ENST00000330210.7	0.0536337051399
ENST00000366510.3	0.067542057537
ENST00000370114.3	0.0537457797244
ENST00000338370.3	0.0804917407311
ENST00000367455.4	0.055255728624
ENST00000328159.4	0.0490770159594
ENST00000528311.1	0.0522606235663
ENST00000465783.1	0.049813219302
ENST00000367780.4	0.0510629257913
ENST00000373534.3	0.0500266219398
ENST00000372090.5	0.046942961208
ENST00000438362.2	0.0509381461183
ENST00000367926.4	0.0519643280595
ENST00000370548.2	0.0479988616567
ENST00000337809.4	0.047669270091
ENST00000368768.1	0.0565265503706
ENST00000471289.2	0.0531006109097
ENST00000527077.1	0.0521666347959
ENST00000368073.3	0.0518030027922
ENST00000367195.2	0.0527736163129
ENST00000040877.1	0.0567067808805
ENST00000394711.1	0.0490865828738
ENST00000493130.2	0.0477939822179
ENST00000285735.2	0.0491120564375
ENST00000368752.4	0.0554747022759
ENST00000292291.5	0.047403052484
ENST00000271153.4	0.0507184640893
ENST00000448150.3	0.0507309750236
ENST00000235090.5	0.051855744597
ENST00000446633.2	0.05543100318
ENST00000327575.2	0.0554107055934
ENST00000368196.3	0.0504697143944
ENST00000263693.1	0.0558534101553
ENST00000368358.3	0.0472144504795
ENST00000541182.1	0.0597543774568
ENST00000368170.3	0.0585196106263
ENST00000368146.1	0.0570388629846
ENST00000593496.1	0.054407850643
ENST00000536965.1	0.0565774609754
ENST00000368383.3	0.0468780952501
ENST00000448462.2	0.0584265240258
ENST00000371069.4	0.0516902463088
ENST00000317868.4	0.0487811613949
ENST00000294638.5	0.0526543686915
ENST00000535591.1	0.0576595433968
ENST00000391959.3	0.0519391571191
ENST00000370466.3	0.048217325539
ENST00000329151.5	0.0502839864907
ENST00000339643.5	0.0440649858565
ENST00000414869.2	0.0531502423263
ENST00000392712.3	0.0472963193276
ENST00000421241.2	0.0804632034632
ENST00000524406.1	0.0542873526178
ENST00000367925.1	0.0519643280595
ENST00000319416.2	0.0507422502621
ENST00000370141.2	0.0521815278422
ENST00000369948.3	0.0511770605656
ENST00000352231.2	0.0584568762161
ENST00000413811.2	0.0509270480899
ENST00000335211.4	0.0526585784259
ENST00000340612.4	0.0524948852143
ENST00000310483.6	0.0511686332864
ENST00000271588.4	0.0527606748638
ENST00000373564.3	0.0500679132971
ENST00000479408.2	0.047787772606
ENST00000368696.3	0.053172064328
ENST00000458507.2	0.0553913807772
ENST00000542737.1	0.0542010157515
ENST00000368729.4	0.0541934979274
ENST00000372372.2	0.0495627535359
ENST00000427495.1	0.0584136897235
ENST00000374040.3	0.04810425058
ENST00000344859.3	0.0478522853842
ENST00000255380.4	0.061628974782
ENST00000295314.4	0.0453547502346
ENST00000271764.2	0.0542756892529
ENST00000368879.2	0.0457184823841
ENST00000537711.1	0.0519845726784
ENST00000406363.2	0.0579531442663
ENST00000375199.3	0.0593839689913
ENST00000369068.4	0.0438223997074
ENST00000369401.4	0.0519174968405
ENST00000543760.1	0.0593260318676
ENST00000368135.4	0.0563369159539
ENST00000361824.2	0.0440132038274
ENST00000376768.1	0.0577186092325
ENST00000342072.4	0.0562098032
ENST00000367425.4	0.0580028959679
ENST00000342753.4	0.0804667361195
ENST00000374280.3	0.0521416629936
ENST00000505820.2	0.0801319340645
ENST00000271331.3	0.0510977418387
ENST00000325945.3	0.0531290835246
ENST00000411962.1	0.08032076267
ENST00000369155.2	0.0436263548052
ENST00000367012.3	0.0524149172033
ENST00000378466.3	0.0783213525531
ENST00000421495.2	0.08032076267
ENST00000371714.1	0.0476552687634
ENST00000426543.2	0.0534310674688
ENST00000371877.3	0.0527071394109
ENST00000361965.4	0.0503596706073
ENST00000366782.1	0.0552221933563
ENST00000368013.3	0.049733334185
ENST00000416058.2	0.0551387556588
ENST00000261461.2	0.0496453900709
ENST00000167825.4	0.0634034381618
ENST00000372079.1	0.0481308396519
ENST00000471440.2	0.0580028959679
ENST00000377022.3	0.0560033312783
ENST00000372798.1	0.0491488426363
ENST00000373484.3	0.0502339495177
ENST00000435686.2	0.047669270091
ENST00000396122.4	0.0475082463425
ENST00000372766.3	0.0492659908429
ENST00000544434.1	0.0519221504749
ENST00000357443.2	0.049168292246
ENST00000537590.1	0.0512088802442
ENST00000367696.2	0.0502790055249
ENST00000471267.1	0.0480125085929
ENST00000391921.4	0.0529040304473
ENST00000458431.2	0.0497918786541
ENST00000454435.2	0.0534229466857
ENST00000539042.1	0.0495750461795
ENST00000368154.1	0.0585656561412
ENST00000368445.5	0.0469499213907
ENST00000395561.2	0.0538317292377
ENST00000367698.3	0.0508056507201
ENST00000377648.4	0.0632509850017
ENST00000356068.2	0.0593289897749
ENST00000526894.1	0.0532514296199
ENST00000374142.4	0.0481442126186
ENST00000367854.3	0.0527708473456
ENST00000373839.3	0.0501394685941
ENST00000354848.1	0.053377446343
ENST00000367025.3	0.0523490001482
ENST00000392302.2	0.0503814563017
ENST00000368010.3	0.0499475987434
ENST00000367470.3	0.0542922420668
ENST00000371759.2	0.0473670215047
ENST00000438896.2	0.0580664817279
ENST00000367949.2	0.0511193029994
ENST00000361392.4	0.0496350844268
ENST00000373931.4	0.0491610226913
ENST00000368232.4	0.0499287241172
ENST00000367771.6	0.0510614672422
ENST00000422387.2	0.0596676398354
ENST00000526723.1	0.0527008166295
ENST00000373925.1	0.0492868205268
ENST00000370071.2	0.0564432063083
ENST00000320307.4	0.0532300340546
ENST00000527815.1	0.0508029494576
ENST00000370065.1	0.0564156466232
ENST00000368718.1	0.0539814742741
ENST00000542803.1	0.0564432063083
ENST00000404377.3	0.0507929723215
ENST00000373816.1	0.0520690995046
ENST00000367338.3	0.0517715824011
ENST00000302118.5	0.054893190388
ENST00000527974.1	0.0584568762161
ENST00000509009.1	0.0592595671571
ENST00000371084.3	0.048190904494
ENST00000254821.6	0.0538136777246
ENST00000455203.2	0.052200996064
ENST00000366991.4	0.0502093693779
ENST00000434200.1	0.0563126658299
ENST00000367278.3	0.0526188283437
ENST00000368432.1	0.0469380725866
ENST00000376487.3	0.0582509587452
ENST00000408888.3	0.055340818385
ENST00000540385.1	0.0496467573502
ENST00000420696.2	0.0519555250659
ENST00000479764.1	0.049550454008
ENST00000370792.3	0.0523754224803
ENST00000371204.3	0.0538909079375
ENST00000370671.3	0.0492574362237
ENST00000355485.2	0.0531416718349
ENST00000374284.1	0.0526913470994
ENST00000395871.2	0.0521375024385
ENST00000528371.1	0.0495627535359
ENST00000439858.1	0.0506567841973
ENST00000373093.4	0.0530553121295
ENST00000354777.2	0.0534389518834
ENST00000391827.2	0.0623257888282
ENST00000527361.1	0.0519159869755
ENST00000246337.4	0.0476392814696
ENST00000457840.2	0.0512021700159
ENST00000302631.3	0.0470104614758
ENST00000367506.5	0.0515440351981
ENST00000369145.1	0.0437608810839
ENST00000366965.2	0.0499208595984
ENST00000368045.3	0.0502367391239
ENST00000368051.3	0.0507177022059
ENST00000457047.2	0.0534842410124
ENST00000354332.4	0.053871288646
ENST00000476371.1	0.0529291799387
ENST00000423810.2	0.0552253774747
ENST00000367536.1	0.0511827349267
ENST00000235310.3	0.0578131787224
ENST00000543823.1	0.0481242930966
ENST00000360506.2	0.0495816354073
ENST00000261465.1	0.0523289453536
ENST00000525042.1	0.0584311934435
ENST00000366617.3	0.0567936450144
ENST00000429157.2	0.0520994204536
ENST00000375415.1	0.0634034381618
ENST00000362020.4	0.0479221196805
ENST00000251157.5	0.0486625575053
ENST00000375481.1	0.0616909733356
ENST00000369016.4	0.0440649858565
ENST00000419121.2	0.0500569830696
ENST00000369470.1	0.0535868846064
ENST00000256658.4	0.0479396543832
ENST00000361302.3	0.0528204556887
ENST00000536055.1	0.0799841593743
ENST00000368150.1	0.0570854138578
ENST00000534324.1	0.0541796629877
ENST00000366966.2	0.0499501362941
ENST00000542672.1	0.0580651897331
ENST00000453464.2	0.0800011795235
ENST00000370456.4	0.0488396395686
ENST00000599966.1	0.052485336587
ENST00000234875.4	0.0645464068285
ENST00000366540.1	0.0566761050335
ENST00000367001.4	0.0507824078928
ENST00000370758.1	0.0549288886711
ENST00000373042.4	0.053423668763
ENST00000291386.3	0.0802885360911
ENST00000369555.2	0.0478884571502
ENST00000295530.2	0.0469573544266
ENST00000373714.1	0.0550337829127
ENST00000370567.1	0.0489313235022
ENST00000374278.3	0.0520488774029
ENST00000370662.3	0.0490853206523
ENST00000357172.4	0.0512732697846
ENST00000404627.2	0.0485829073997
ENST00000602612.1	0.0648020665463
ENST00000370654.5	0.0490763579916
ENST00000373909.3	0.0492998915169
ENST00000509305.1	0.0544812163591
ENST00000367879.4	0.0542239382064
ENST00000366475.1	0.060064229758
ENST00000373493.5	0.0502762303229
ENST00000543667.1	0.0524295858469
ENST00000235345.5	0.0523530076219
ENST00000331838.5	0.0596851937814
ENST00000426732.2	0.0523612538138
ENST00000366714.2	0.0603725035988
ENST00000546300.1	0.0537425102902
ENST00000371956.4	0.049717240368
ENST00000368108.3	0.0531006594268
ENST00000529142.1	0.0457832308058
ENST00000367984.4	0.0507321887443
ENST00000528667.1	0.0504067019418
ENST00000520906.1	0.0525349586485
ENST00000467578.2	0.0557390271932
ENST00000447431.2	0.0565812800514
ENST00000366508.1	0.0668397236762
ENST00000395690.2	0.0539571478515
ENST00000367002.4	0.0512115982399
ENST00000374497.3	0.0537236742305
ENST00000406462.2	0.0517602326473
ENST00000408896.2	0.0610529769055
ENST00000479128.1	0.0494371322105
ENST00000537678.1	0.0491213085599
ENST00000358951.2	0.0532193175274
ENST00000456834.2	0.0500884514724
